,Kod,Isim,ForexBuying,ForexSelling,BanknoteBuying,BanknoteSelling,CrossRateUSD,CrossRateOther,Tarih
5502,RUB,RUS RUBLESİ,0.09442,0.09566,,,74.42,,2021-02-08
5503,IRR,İRAN RİYALİ,0.01673,0.01695,,,42000,,2021-02-08
5504,JPY,JAPON YENİ,6.6770,6.7212,6.6523,6.7467,105.58,,2021-02-08
5505,PKR,PAKİSTAN RUPİSİ,0.04383,0.04441,,,160.30,,2021-02-08
5506,QAR,KATAR RİYALİ,1.9273,1.9525,,,3.6460,,2021-02-08
5507,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,10.1565,,,,,1.43602,2021-02-08
5508,CNY,ÇİN YUANI,1.0884,1.1026,,,6.4561,,2021-02-08
5509,SAR,SUUDİ ARABİSTAN RİYALİ,1.8838,1.8872,1.8697,1.9013,3.7511,,2021-02-08
5510,USD,ABD DOLARI,7.0663,7.0791,7.0614,7.0897,,,2021-02-08
5511,KWD,KUVEYT DİNARI,23.2008,23.5044,22.8528,23.8569,,3.3018,2021-02-08
5512,CAD,KANADA DOLARI,5.5260,5.5510,5.5056,5.5721,1.2770,,2021-02-08
5513,SEK,İSVEÇ KRONU,0.83849,0.84717,0.83791,0.84912,8.3916,,2021-02-08
5514,CHF,İSVİÇRE FRANGI,7.8300,7.8803,7.8183,7.8921,0.9004,,2021-02-08
5515,GBP,İNGİLİZ STERLİNİ,9.6714,9.7218,9.6646,9.7364,,1.3710,2021-02-08
5516,EUR,EURO,8.5036,8.5189,8.4976,8.5317,,1.2034,2021-02-08
5517,DKK,DANİMARKA KRONU,1.1417,1.1473,1.1409,1.1500,6.1796,,2021-02-08
5518,AUD,AVUSTRALYA DOLARI,5.4044,5.4396,5.3795,5.4723,1.3044,,2021-02-08
5519,NOK,NORVEÇ KRONU,0.82626,0.83181,0.82568,0.83372,8.5313,,2021-02-08
5520,BGN,BULGAR LEVASI,4.3555,4.4125,,,1.6169,,2021-02-09
5521,RON,RUMEN LEYİ,1.7471,1.7700,,,4.0309,,2021-02-09
5522,RUB,RUS RUBLESİ,0.09513,0.09638,,,74.03,,2021-02-09
5523,IRR,İRAN RİYALİ,0.01677,0.01699,,,42000,,2021-02-09
5524,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,10.2095,,,,,1.44029,2021-02-09
5525,PKR,PAKİSTAN RUPİSİ,0.04400,0.04458,,,160.05,,2021-02-09
5526,QAR,KATAR RİYALİ,1.9339,1.9592,,,3.6415,,2021-02-09
5527,JPY,JAPON YENİ,6.7472,6.7919,6.7222,6.8177,104.71,,2021-02-09
5528,CNY,ÇİN YUANI,1.0935,1.1078,,,6.4404,,2021-02-09
5529,SAR,SUUDİ ARABİSTAN RİYALİ,1.8880,1.8914,1.8739,1.9056,3.7511,,2021-02-09
5530,NOK,NORVEÇ KRONU,0.83392,0.83953,0.83334,0.84146,8.4717,,2021-02-09
5531,KWD,KUVEYT DİNARI,23.2772,23.5818,22.9280,23.9355,,3.3053,2021-02-09
