Fon Kodu	Tarih	Attribute	Value
GUM	2024-02-04	Max. Alış İşlem Miktarı	90.000.000.000
GUM	2024-02-04	Fon Alış Valörü	1.0
GUM	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
GUM	2024-02-04	Son İşlem Saati	17:45
GVA	2024-02-04	Max. Alış İşlem Miktarı	99.999.999.999
GVA	2024-02-04	Max. Satış İşlem Miktarı	99.999.999.999
GVA	2024-02-04	Fon Alış Valörü	1.0
GVA	2024-02-04	Min. Alış İşlem Miktarı	1
GVA	2024-02-04	ISIN Kodu	TRYGAPO00995
GVA	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
GVA	2024-02-04	Fon Satış Valörü	3.0
GVA	2024-02-04	Fonun Faiz İçeriği	
GVA	2024-02-04	Giriş Komisyonu	
GVA	2024-02-04	Min. Satış İşlem Miktarı	1
GVA	2024-02-04	Kodu	GVA
GVA	2024-02-04	Fonun Risk Değeri	
GVA	2024-02-04	Son İşlem Saati	17:45
GVA	2024-02-04	İşlem Başlangıç Saati	09:00
GVA	2024-02-04	Çıkış Komisyonu	
GVI	2024-02-04	Giriş Komisyonu	
GVI	2024-02-04	Min. Satış İşlem Miktarı	1
GVI	2024-02-04	İşlem Başlangıç Saati	09:00
GVI	2024-02-04	Çıkış Komisyonu	
GVI	2024-02-04	Kodu	GVI
GVI	2024-02-04	Fonun Faiz İçeriği	
GVI	2024-02-04	ISIN Kodu	TRYGAPO00938
GVI	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
GVI	2024-02-04	Max. Satış İşlem Miktarı	99.999.999.999
GVI	2024-02-04	Max. Alış İşlem Miktarı	99.999.999.999
GVI	2024-02-04	Fon Alış Valörü	1.0
GVI	2024-02-04	Fonun Risk Değeri	
GVI	2024-02-04	Min. Alış İşlem Miktarı	1
GVI	2024-02-04	Fon Satış Valörü	2.0
GVI	2024-02-04	Son İşlem Saati	17:45
GYK	2024-02-04	Fon Alış Valörü	1.0
GYK	2024-02-04	Min. Alış İşlem Miktarı	100
GYK	2024-02-04	İşlem Başlangıç Saati	09:00
GYK	2024-02-04	Kodu	GYK
GYK	2024-02-04	Min. Satış İşlem Miktarı	100
GYK	2024-02-04	Giriş Komisyonu	
GYK	2024-02-04	Fonun Faiz İçeriği	
GYK	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
GYK	2024-02-04	ISIN Kodu	TRYGDKM00028
GYK	2024-02-04	Fonun Risk Değeri	1
GYK	2024-02-04	Fon Satış Valörü	1.0
GYK	2024-02-04	Max. Alış İşlem Miktarı	500.000.000
GYK	2024-02-04	Son İşlem Saati	17:45
GYK	2024-02-04	Max. Satış İşlem Miktarı	
GYK	2024-02-04	Çıkış Komisyonu	
GZE	2024-02-04	Fon Alış Valörü	1.0
GZE	2024-02-04	Fonun Faiz İçeriği	
GZE	2024-02-04	Max. Satış İşlem Miktarı	99.999.999.999
GZE	2024-02-04	Son İşlem Saati	17:45
GZE	2024-02-04	İşlem Başlangıç Saati	09:00
GZE	2024-02-04	Max. Alış İşlem Miktarı	99.999.999.999
GZE	2024-02-04	ISIN Kodu	TRYGAPO00631
GZE	2024-02-04	Giriş Komisyonu	
GZE	2024-02-04	Min. Satış İşlem Miktarı	1
GZE	2024-02-04	Fon Satış Valörü	3.0
GZE	2024-02-04	Kodu	GZE
GZE	2024-02-04	Fonun Risk Değeri	
GZE	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
GZE	2024-02-04	Çıkış Komisyonu	
GZE	2024-02-04	Min. Alış İşlem Miktarı	1
GZG	2024-02-04	Fonun Risk Değeri	
GZG	2024-02-04	Kodu	GZG
GZG	2024-02-04	ISIN Kodu	TRYGAPO00656
GZG	2024-02-04	Çıkış Komisyonu	
GZG	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
GZG	2024-02-04	Fon Alış Valörü	1.0
GZG	2024-02-04	Fon Satış Valörü	3.0
GZG	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
GZG	2024-02-04	Max. Satış İşlem Miktarı	99.999.999.999.999.999
GZG	2024-02-04	Fonun Faiz İçeriği	
GZG	2024-02-04	İşlem Başlangıç Saati	09:00
GZG	2024-02-04	Min. Alış İşlem Miktarı	1
GZG	2024-02-04	Son İşlem Saati	17:45
GZG	2024-02-04	Min. Satış İşlem Miktarı	1
GZG	2024-02-04	Giriş Komisyonu	
GZH	2024-02-04	Fon Alış Valörü	1.0
GZH	2024-02-04	ISIN Kodu	TRYGAPO00417
GZH	2024-02-04	Çıkış Komisyonu	
GZH	2024-02-04	Fon Satış Valörü	3.0
GZH	2024-02-04	Son İşlem Saati	17:45
GZH	2024-02-04	Min. Satış İşlem Miktarı	1
GZH	2024-02-04	Max. Alış İşlem Miktarı	99.999.999.999
GZH	2024-02-04	Fonun Risk Değeri	
GZH	2024-02-04	Fonun Faiz İçeriği	
GZH	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
GZH	2024-02-04	Max. Satış İşlem Miktarı	99.999.999.999
GZH	2024-02-04	İşlem Başlangıç Saati	09:00
GZH	2024-02-04	Kodu	GZH
GZH	2024-02-04	Min. Alış İşlem Miktarı	1
GZH	2024-02-04	Giriş Komisyonu	
GZJ	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
GZJ	2024-02-04	Fonun Faiz İçeriği	
GZJ	2024-02-04	Min. Satış İşlem Miktarı	1
GZJ	2024-02-04	Fonun Risk Değeri	5
GZJ	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999
GZJ	2024-02-04	Son İşlem Saati	17:45
GZJ	2024-02-04	Giriş Komisyonu	
GZJ	2024-02-04	ISIN Kodu	TRYGAPO00466
GZJ	2024-02-04	Fon Satış Valörü	2.0
GZJ	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
GZJ	2024-02-04	Kodu	GZJ
GZJ	2024-02-04	Min. Alış İşlem Miktarı	1
GZJ	2024-02-04	Çıkış Komisyonu	
GZJ	2024-02-04	İşlem Başlangıç Saati	09:00
GZJ	2024-02-04	Fon Alış Valörü	1.0
GZL	2024-02-04	Max. Satış İşlem Miktarı	99.999.999.999
GZL	2024-02-04	Fonun Faiz İçeriği	
GZL	2024-02-04	Min. Satış İşlem Miktarı	1
GZL	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
GZL	2024-02-04	Son İşlem Saati	17:45
GZL	2024-02-04	ISIN Kodu	TRYGAPO00664
GZL	2024-02-04	Fonun Risk Değeri	
GZL	2024-02-04	Çıkış Komisyonu	
GZL	2024-02-04	Giriş Komisyonu	
GZL	2024-02-04	İşlem Başlangıç Saati	09:00
GZL	2024-02-04	Fon Satış Valörü	3.0
GZL	2024-02-04	Fon Alış Valörü	1.0
GZL	2024-02-04	Min. Alış İşlem Miktarı	1
GZL	2024-02-04	Max. Alış İşlem Miktarı	99.999.999.999
GZL	2024-02-04	Kodu	GZL
GZM	2024-02-04	Fonun Faiz İçeriği	
GZM	2024-02-04	Fonun Risk Değeri	
GZM	2024-02-04	Giriş Komisyonu	
GZM	2024-02-04	Kodu	GZM
GZM	2024-02-04	Çıkış Komisyonu	
GZM	2024-02-04	İşlem Başlangıç Saati	09:00
GZM	2024-02-04	Fon Alış Valörü	1.0
GZM	2024-02-04	Min. Satış İşlem Miktarı	1
GZM	2024-02-04	Min. Alış İşlem Miktarı	1
GZM	2024-02-04	Fon Satış Valörü	2.0
GZM	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
GZM	2024-02-04	Max. Satış İşlem Miktarı	
GZM	2024-02-04	ISIN Kodu	TRYGMDP00076
GZM	2024-02-04	Son İşlem Saati	13:30
GZM	2024-02-04	Max. Alış İşlem Miktarı	
GZN	2024-02-04	Giriş Komisyonu	
GZN	2024-02-04	Max. Alış İşlem Miktarı	
GZN	2024-02-04	Max. Satış İşlem Miktarı	
GZN	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
GZN	2024-02-04	ISIN Kodu	TRYGMDP00050
GZN	2024-02-04	Fonun Risk Değeri	
GZN	2024-02-04	Fonun Faiz İçeriği	
GZN	2024-02-04	İşlem Başlangıç Saati	09:00
GZN	2024-02-04	Kodu	GZN
GZN	2024-02-04	Min. Satış İşlem Miktarı	1
GZN	2024-02-04	Min. Alış İşlem Miktarı	1
GZN	2024-02-04	Fon Satış Valörü	2.0
GZN	2024-02-04	Son İşlem Saati	13:30
GZN	2024-02-04	Fon Alış Valörü	1.0
GZN	2024-02-04	Çıkış Komisyonu	
GZP	2024-02-04	Fonun Faiz İçeriği	
GZP	2024-02-04	Fonun Risk Değeri	
GZP	2024-02-04	Çıkış Komisyonu	
GZP	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
GZP	2024-02-04	Son İşlem Saati	17:45
GZP	2024-02-04	Giriş Komisyonu	
GZP	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
GZP	2024-02-04	Fon Satış Valörü	2.0
GZP	2024-02-04	ISIN Kodu	TRYGAPO00474
GZP	2024-02-04	Max. Alış İşlem Miktarı	99.999.999.999.999
GZP	2024-02-04	Fon Alış Valörü	1.0
GZP	2024-02-04	Kodu	GZP
GZP	2024-02-04	İşlem Başlangıç Saati	09:00
GZP	2024-02-04	Min. Satış İşlem Miktarı	1
GZP	2024-02-04	Min. Alış İşlem Miktarı	1
GZR	2024-02-04	Fonun Risk Değeri	
GZR	2024-02-04	Fon Satış Valörü	2.0
GZR	2024-02-04	Fonun Faiz İçeriği	
GZR	2024-02-04	İşlem Başlangıç Saati	09:00
GZR	2024-02-04	ISIN Kodu	TRYGAPO00409
GZR	2024-02-04	Son İşlem Saati	17:45
GZR	2024-02-04	Min. Alış İşlem Miktarı	1
GZR	2024-02-04	Çıkış Komisyonu	
GZR	2024-02-04	Giriş Komisyonu	
GZR	2024-02-04	Fon Alış Valörü	1.0
GZR	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
GZR	2024-02-04	Min. Satış İşlem Miktarı	1
GZR	2024-02-04	Kodu	GZR
GZR	2024-02-04	Max. Satış İşlem Miktarı	99.999.999.999
GZR	2024-02-04	Max. Alış İşlem Miktarı	99.999.999.999
GZV	2024-02-04	Fonun Risk Değeri	
GZV	2024-02-04	Min. Satış İşlem Miktarı	1
GZV	2024-02-04	ISIN Kodu	TRYGAPO00441
GZV	2024-02-04	Fon Alış Valörü	1.0
GZV	2024-02-04	Max. Satış İşlem Miktarı	9.999.999.999.999
GZV	2024-02-04	Min. Alış İşlem Miktarı	1
GZV	2024-02-04	İşlem Başlangıç Saati	09:00
GZV	2024-02-04	Çıkış Komisyonu	
GZV	2024-02-04	Son İşlem Saati	17:45
GZV	2024-02-04	Giriş Komisyonu	
GZV	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999
GZV	2024-02-04	Fon Satış Valörü	3.0
GZV	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
GZV	2024-02-04	Fonun Faiz İçeriği	
GZV	2024-02-04	Kodu	GZV
GZY	2024-02-04	Fon Satış Valörü	3.0
GZY	2024-02-04	Min. Alış İşlem Miktarı	1
GZY	2024-02-04	Max. Alış İşlem Miktarı	99.999.999.999
GZY	2024-02-04	Max. Satış İşlem Miktarı	99.999.999.999
GZY	2024-02-04	Kodu	GZY
GZY	2024-02-04	ISIN Kodu	TRYGAPO00672
GZY	2024-02-04	Min. Satış İşlem Miktarı	1
GZY	2024-02-04	Fonun Faiz İçeriği	
GZY	2024-02-04	Çıkış Komisyonu	
GZY	2024-02-04	Fon Alış Valörü	1.0
GZY	2024-02-04	Fonun Risk Değeri	
GZY	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
GZY	2024-02-04	İşlem Başlangıç Saati	09:00
GZY	2024-02-04	Giriş Komisyonu	
GZY	2024-02-04	Son İşlem Saati	17:45
GZZ	2024-02-04	İşlem Başlangıç Saati	09:00
GZZ	2024-02-04	Çıkış Komisyonu	
GZZ	2024-02-04	Min. Satış İşlem Miktarı	1
GZZ	2024-02-04	Max. Alış İşlem Miktarı	99.999.999.999
GZZ	2024-02-04	ISIN Kodu	TRYGAPO00649
GZZ	2024-02-04	Giriş Komisyonu	
GZZ	2024-02-04	Min. Alış İşlem Miktarı	1
GZZ	2024-02-04	Son İşlem Saati	17:45
GZZ	2024-02-04	Fon Satış Valörü	3.0
GZZ	2024-02-04	Fon Alış Valörü	1.0
GZZ	2024-02-04	Fonun Risk Değeri	
GZZ	2024-02-04	Fonun Faiz İçeriği	
GZZ	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
GZZ	2024-02-04	Max. Satış İşlem Miktarı	99.999.999.999
GZZ	2024-02-04	Kodu	GZZ
HBF	2024-02-04	Min. Satış İşlem Miktarı	1
HBF	2024-02-04	Max. Alış İşlem Miktarı	149.999.999
HBF	2024-02-04	Fon Satış Valörü	1.0
HBF	2024-02-04	Min. Alış İşlem Miktarı	1
HBF	2024-02-04	Kodu	HBF
HBF	2024-02-04	Fonun Faiz İçeriği	
HBF	2024-02-04	ISIN Kodu	TRMDAFWWWWW1
HBF	2024-02-04	Çıkış Komisyonu	
HBF	2024-02-04	Fonun Risk Değeri	
HBF	2024-02-04	Fon Alış Valörü	1.0
HBF	2024-02-04	Max. Satış İşlem Miktarı	149.999.999
HBF	2024-02-04	Giriş Komisyonu	
HBF	2024-02-04	Son İşlem Saati	17:30
HBF	2024-02-04	İşlem Başlangıç Saati	09:00
HBF	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
HBN	2024-02-04	ISIN Kodu	TRYHSPO00078
HBN	2024-02-04	Son İşlem Saati	17:30
HBN	2024-02-04	Min. Satış İşlem Miktarı	1
HBN	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
HBN	2024-02-04	Fon Satış Valörü	3.0
HBN	2024-02-04	Kodu	HBN
HBN	2024-02-04	Fonun Risk Değeri	
HBN	2024-02-04	Max. Alış İşlem Miktarı	99.999.999.999
HBN	2024-02-04	Min. Alış İşlem Miktarı	1
HBN	2024-02-04	İşlem Başlangıç Saati	09:00
HBN	2024-02-04	Max. Satış İşlem Miktarı	99.999.999.999
HBN	2024-02-04	Fonun Faiz İçeriği	
HBN	2024-02-04	Çıkış Komisyonu	
HBN	2024-02-04	Giriş Komisyonu	
HBN	2024-02-04	Fon Alış Valörü	1.0
HBU	2024-02-04	Giriş Komisyonu	
HBU	2024-02-04	İşlem Başlangıç Saati	09:00
HBU	2024-02-04	Min. Alış İşlem Miktarı	100
HBU	2024-02-04	Min. Satış İşlem Miktarı	100
HBU	2024-02-04	Çıkış Komisyonu	
HBU	2024-02-04	Fon Satış Valörü	2.0
HBU	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
HBU	2024-02-04	Max. Satış İşlem Miktarı	1.999.999.999
HBU	2024-02-04	Son İşlem Saati	17:30
HBU	2024-02-04	Fonun Risk Değeri	
HBU	2024-02-04	Fonun Faiz İçeriği	
HBU	2024-02-04	Kodu	HBU
HBU	2024-02-04	Max. Alış İşlem Miktarı	1.999.999.999
HBU	2024-02-04	ISIN Kodu	TRMDUFWWWWW9
HBU	2024-02-04	Fon Alış Valörü	1.0
HDA	2024-02-04	Fon Satış Valörü	2.0
HDA	2024-02-04	Fonun Faiz İçeriği	
HDA	2024-02-04	Max. Alış İşlem Miktarı	
HDA	2024-02-04	Son İşlem Saati	17:45
HDA	2024-02-04	Giriş Komisyonu	
HDA	2024-02-04	ISIN Kodu	TRYHDFP00557
HDA	2024-02-04	Max. Satış İşlem Miktarı	
HDA	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
HDA	2024-02-04	Çıkış Komisyonu	
HDA	2024-02-04	Kodu	HDA
HDA	2024-02-04	İşlem Başlangıç Saati	09:00
HDA	2024-02-04	Fonun Risk Değeri	2
HDA	2024-02-04	Fon Alış Valörü	1.0
HDA	2024-02-04	Min. Alış İşlem Miktarı	1
HDA	2024-02-04	Min. Satış İşlem Miktarı	1
HDK	2024-02-04	Min. Satış İşlem Miktarı	1
HDK	2024-02-04	Çıkış Komisyonu	
HDK	2024-02-04	ISIN Kodu	TRYHDFP00516
HDK	2024-02-04	Fonun Faiz İçeriği	
HDK	2024-02-04	Fonun Risk Değeri	2
HDK	2024-02-04	Fon Alış Valörü	1.0
HDK	2024-02-04	Max. Satış İşlem Miktarı	
HDK	2024-02-04	Son İşlem Saati	17:45
HDK	2024-02-04	Max. Alış İşlem Miktarı	
HDK	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
HDK	2024-02-04	Min. Alış İşlem Miktarı	1
HDK	2024-02-04	İşlem Başlangıç Saati	09:00
HDK	2024-02-04	Fon Satış Valörü	2.0
HDK	2024-02-04	Giriş Komisyonu	
HDK	2024-02-04	Kodu	HDK
HGM	2024-02-04	Fonun Risk Değeri	6
HGM	2024-02-04	Fonun Faiz İçeriği	
HGM	2024-02-04	Max. Satış İşlem Miktarı	
HGM	2024-02-04	Max. Alış İşlem Miktarı	
HGM	2024-02-04	ISIN Kodu	TRYHDFP00490
HGM	2024-02-04	Min. Satış İşlem Miktarı	1
HGM	2024-02-04	Kodu	HGM
HGM	2024-02-04	İşlem Başlangıç Saati	09:00
HGM	2024-02-04	Son İşlem Saati	17:45
HGM	2024-02-04	Fon Satış Valörü	2.0
HGM	2024-02-04	Çıkış Komisyonu	
HGM	2024-02-04	Min. Alış İşlem Miktarı	1
HGM	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
HGM	2024-02-04	Fon Alış Valörü	1.0
HGM	2024-02-04	Giriş Komisyonu	
HJB	2024-02-04	Fonun Faiz İçeriği	
HJB	2024-02-04	Fonun Risk Değeri	6
HJB	2024-02-04	İşlem Başlangıç Saati	09:00
HJB	2024-02-04	ISIN Kodu	TRYHDFP00169
HJB	2024-02-04	Min. Alış İşlem Miktarı	1
HJB	2024-02-04	Son İşlem Saati	17:45
HJB	2024-02-04	Fon Alış Valörü	1.0
HJB	2024-02-04	Çıkış Komisyonu	
HJB	2024-02-04	Min. Satış İşlem Miktarı	1
HJB	2024-02-04	Giriş Komisyonu	
HJB	2024-02-04	Fon Satış Valörü	2.0
HJB	2024-02-04	Max. Satış İşlem Miktarı	
HJB	2024-02-04	Kodu	HJB
HJB	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
HJB	2024-02-04	Max. Alış İşlem Miktarı	
HKH	2024-02-04	ISIN Kodu	TRYHDFP00334
HKH	2024-02-04	Giriş Komisyonu	
HKH	2024-02-04	Max. Alış İşlem Miktarı	
HKH	2024-02-04	Max. Satış İşlem Miktarı	
HKH	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
HKH	2024-02-04	Min. Alış İşlem Miktarı	1
HKH	2024-02-04	Fon Alış Valörü	1.0
HKH	2024-02-04	Çıkış Komisyonu	
HKH	2024-02-04	Kodu	HKH
HKH	2024-02-04	Fon Satış Valörü	2.0
HKH	2024-02-04	Fonun Risk Değeri	5
HKH	2024-02-04	Son İşlem Saati	17:45
HKH	2024-02-04	İşlem Başlangıç Saati	09:00
HKH	2024-02-04	Fonun Faiz İçeriği	
HKH	2024-02-04	Min. Satış İşlem Miktarı	1
HKM	2024-02-04	İşlem Başlangıç Saati	09:00
HKM	2024-02-04	Çıkış Komisyonu	
HKM	2024-02-04	Son İşlem Saati	17:45
HKM	2024-02-04	Fon Satış Valörü	
HKM	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
HKM	2024-02-04	Min. Alış İşlem Miktarı	1
HKM	2024-02-04	Kodu	HKM
HKM	2024-02-04	ISIN Kodu	TRYHDFP00482
HKM	2024-02-04	Min. Satış İşlem Miktarı	1
HKM	2024-02-04	Max. Satış İşlem Miktarı	
HKM	2024-02-04	Fon Alış Valörü	
HKM	2024-02-04	Max. Alış İşlem Miktarı	
HKM	2024-02-04	Giriş Komisyonu	
HKM	2024-02-04	Fonun Risk Değeri	6
HKM	2024-02-04	Fonun Faiz İçeriği	
HKR	2024-02-04	Kodu	HKR
HKR	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
HKR	2024-02-04	Giriş Komisyonu	
HKR	2024-02-04	Son İşlem Saati	17:30
HKR	2024-02-04	Fonun Faiz İçeriği	
HKR	2024-02-04	Min. Alış İşlem Miktarı	1
HKR	2024-02-04	Max. Alış İşlem Miktarı	99.999.999.999
HKR	2024-02-04	Fonun Risk Değeri	
HKR	2024-02-04	Fon Satış Valörü	2.0
HKR	2024-02-04	Min. Satış İşlem Miktarı	1
HKR	2024-02-04	İşlem Başlangıç Saati	09:00
HKR	2024-02-04	Max. Satış İşlem Miktarı	99.999.999.999
HKR	2024-02-04	ISIN Kodu	TRYHSPO00086
HKR	2024-02-04	Fon Alış Valörü	1.0
HKR	2024-02-04	Çıkış Komisyonu	
HMC	2024-02-04	Min. Satış İşlem Miktarı	1
HMC	2024-02-04	Fonun Risk Değeri	6
HMC	2024-02-04	Max. Satış İşlem Miktarı	
HMC	2024-02-04	İşlem Başlangıç Saati	09:00
HMC	2024-02-04	Min. Alış İşlem Miktarı	1
HMC	2024-02-04	Fonun Faiz İçeriği	
HMC	2024-02-04	Fon Alış Valörü	1.0
HMC	2024-02-04	Fon Satış Valörü	2.0
HMC	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
HMC	2024-02-04	Giriş Komisyonu	
HMC	2024-02-04	ISIN Kodu	TRYHDFP00193
HMC	2024-02-04	Son İşlem Saati	17:45
HMC	2024-02-04	Çıkış Komisyonu	
HMC	2024-02-04	Max. Alış İşlem Miktarı	
HMC	2024-02-04	Kodu	HMC
HMG	2024-02-04	Min. Satış İşlem Miktarı	1
HMG	2024-02-04	İşlem Başlangıç Saati	09:00
HMG	2024-02-04	ISIN Kodu	TRYHSPO00037
HMG	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
HMG	2024-02-04	Max. Alış İşlem Miktarı	99.999.999.999
HMG	2024-02-04	Son İşlem Saati	17:30
HMG	2024-02-04	Fonun Faiz İçeriği	
HMG	2024-02-04	Fon Alış Valörü	1.0
HMG	2024-02-04	Max. Satış İşlem Miktarı	99.999.999.999
HMG	2024-02-04	Kodu	HMG
HMG	2024-02-04	Min. Alış İşlem Miktarı	1
HMG	2024-02-04	Fon Satış Valörü	2.0
HMG	2024-02-04	Fonun Risk Değeri	
HMG	2024-02-04	Çıkış Komisyonu	
HMG	2024-02-04	Giriş Komisyonu	
HMS	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
HMS	2024-02-04	Giriş Komisyonu	
HMS	2024-02-04	Min. Satış İşlem Miktarı	1
HMS	2024-02-04	Son İşlem Saati	17:30
HMS	2024-02-04	Fonun Faiz İçeriği	
HMS	2024-02-04	Çıkış Komisyonu	
HMS	2024-02-04	Max. Satış İşlem Miktarı	99.999.999.999
HMS	2024-02-04	İşlem Başlangıç Saati	09:00
HMS	2024-02-04	Kodu	HMS
HMS	2024-02-04	ISIN Kodu	TRYHSPO00045
HMS	2024-02-04	Max. Alış İşlem Miktarı	99.999.999.999
HMS	2024-02-04	Fon Alış Valörü	1.0
HMS	2024-02-04	Min. Alış İşlem Miktarı	1
HMS	2024-02-04	Fon Satış Valörü	2.0
HMS	2024-02-04	Fonun Risk Değeri	
HOA	2024-02-04	Max. Alış İşlem Miktarı	4.999.999.999
HOA	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
HOA	2024-02-04	Max. Satış İşlem Miktarı	4.999.999.999
HOA	2024-02-04	ISIN Kodu	TRYHSBC00461
HOA	2024-02-04	Giriş Komisyonu	
HOA	2024-02-04	Fon Satış Valörü	3.0
HOA	2024-02-04	Min. Satış İşlem Miktarı	1
HOA	2024-02-04	Fonun Faiz İçeriği	
HOA	2024-02-04	Çıkış Komisyonu	
HOA	2024-02-04	Son İşlem Saati	17:30
HOA	2024-02-04	Fonun Risk Değeri	
HOA	2024-02-04	Min. Alış İşlem Miktarı	1
HOA	2024-02-04	Fon Alış Valörü	1.0
HOA	2024-02-04	İşlem Başlangıç Saati	09:00
HOA	2024-02-04	Kodu	HOA
HOY	2024-02-04	İşlem Başlangıç Saati	09:00
HOY	2024-02-04	Max. Alış İşlem Miktarı	4.999.999.999
HOY	2024-02-04	Min. Alış İşlem Miktarı	1
HOY	2024-02-04	Max. Satış İşlem Miktarı	4.999.999.999
HOY	2024-02-04	Min. Satış İşlem Miktarı	1
HOY	2024-02-04	Fonun Faiz İçeriği	
HOY	2024-02-04	Fonun Risk Değeri	
HOY	2024-02-04	Fon Alış Valörü	1.0
HOY	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
HOY	2024-02-04	Son İşlem Saati	17:30
HOY	2024-02-04	Giriş Komisyonu	
HOY	2024-02-04	Çıkış Komisyonu	
HOY	2024-02-04	ISIN Kodu	TRYHSBC00479
HOY	2024-02-04	Kodu	HOY
HOY	2024-02-04	Fon Satış Valörü	3.0
HPD	2024-02-04	ISIN Kodu	TRYHSBC00180
HPD	2024-02-04	Max. Alış İşlem Miktarı	9.999.999.999
HPD	2024-02-04	Fon Alış Valörü	1.0
HPD	2024-02-04	Fonun Risk Değeri	
HPD	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
HPD	2024-02-04	Giriş Komisyonu	
HPD	2024-02-04	Max. Satış İşlem Miktarı	9.999.999.999
HPD	2024-02-04	Fonun Faiz İçeriği	
HPD	2024-02-04	Min. Satış İşlem Miktarı	1
HPD	2024-02-04	Kodu	HPD
HPD	2024-02-04	Fon Satış Valörü	2.0
HPD	2024-02-04	Çıkış Komisyonu	
HPD	2024-02-04	İşlem Başlangıç Saati	09:00
HPD	2024-02-04	Son İşlem Saati	17:30
HPD	2024-02-04	Min. Alış İşlem Miktarı	1
HPO	2024-02-04	Min. Alış İşlem Miktarı	1
HPO	2024-02-04	Giriş Komisyonu	
HPO	2024-02-04	Min. Satış İşlem Miktarı	1
HPO	2024-02-04	Fon Alış Valörü	1.0
HPO	2024-02-04	İşlem Başlangıç Saati	09:00
HPO	2024-02-04	ISIN Kodu	TRYHSBC00198
HPO	2024-02-04	Fonun Faiz İçeriği	
HPO	2024-02-04	Fonun Risk Değeri	
HPO	2024-02-04	Max. Satış İşlem Miktarı	9.999.999.999
HPO	2024-02-04	Max. Alış İşlem Miktarı	9.999.999.999
HPO	2024-02-04	Son İşlem Saati	17:30
HPO	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
HPO	2024-02-04	Fon Satış Valörü	1.0
HPO	2024-02-04	Çıkış Komisyonu	
HPO	2024-02-04	Kodu	HPO
HPT	2024-02-04	Fonun Faiz İçeriği	
HPT	2024-02-04	Fonun Risk Değeri	
HPT	2024-02-04	Min. Alış İşlem Miktarı	1
HPT	2024-02-04	Giriş Komisyonu	
HPT	2024-02-04	Fon Alış Valörü	0.0
HPT	2024-02-04	Çıkış Komisyonu	
HPT	2024-02-04	Min. Satış İşlem Miktarı	1
HPT	2024-02-04	ISIN Kodu	TRYHSBC00362
HPT	2024-02-04	Son İşlem Saati	13:30
HPT	2024-02-04	Fon Satış Valörü	0.0
HPT	2024-02-04	Kodu	HPT
HPT	2024-02-04	Max. Satış İşlem Miktarı	9.999.999.999
HPT	2024-02-04	İşlem Başlangıç Saati	09:00
HPT	2024-02-04	Max. Alış İşlem Miktarı	9.999.999.999
HPT	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
HSA	2024-02-04	Fon Satış Valörü	2.0
HSA	2024-02-04	Kodu	HSA
